,index,SUBJECT,Subject,Measure,Frequency,Unit,Reference Period,Level,Name
686,425067,CP070000,Consumer Price Index > Transport (COICOP 07) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Total Total
687,425205,CP080000,Consumer Price Index > Communication (COICOP 08) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Communication (COICOP 08) Total Total
688,425343,CP090000,Consumer Price Index > Recreation and culture  (COICOP 09) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Recreation and culture  (COICOP 09) Total Total
689,425481,CP100000,Consumer Price Index > Education (COICOP 10) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Education (COICOP 10) Total Total
690,425619,CP110000,Consumer Price Index > Restaurants and hotels (COICOP 11) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Restaurants and hotels (COICOP 11) Total Total
691,425757,CP120000,Consumer Price Index > Miscellaneous goods and services (COICOP 12) > Total > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Miscellaneous goods and services (COICOP 12) Total Total
692,425895,CPSDCTGY,Consumer Price Index > Statistical discrepancy > Contribution > Annual inflation,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Statistical discrepancy Contribution Annual inflation
693,426056,PITGND01,Producer Prices Index > Type of goods > Non durable consumer goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Non durable consumer goods Total
694,426967,PIEAEN01,Producer Prices Index > Economic activities > Energy > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Economic activities Energy Total
695,428130,PIEAFD01,Producer Prices Index > Economic activities > Manufacture of food products > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Economic activities Manufacture of food products Total
696,428586,PITGCG01,Producer Prices Index > Type of goods > Consumer goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Consumer goods Total
697,429497,PISPFG01,Producer Prices Index > Stage of processing > Finished goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Stage of processing Finished goods Total
698,430408,PIEAMI01,Producer Prices Index > Economic activities > Mining and quarrying activities > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Economic activities Mining and quarrying activities Total
699,430851,PITGVG01,Producer Prices Index > Type of goods > Investments goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Investments goods Total
700,431762,PISPPR01,Producer Prices Index > Stage of processing > Primary products > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Stage of processing Primary products Total
701,432673,PISPIG01,Producer Prices Index > Stage of processing > Intermediate goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Stage of processing Intermediate goods Total
702,433260,PITGIG01,Producer Prices Index > Type of goods > Intermediate goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Intermediate goods Total
703,433847,PITGCD01,Producer Prices Index > Type of goods > Durable consumer goods > Total,Growth rate previous period,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Durable consumer goods Total
704,434758,PITGND01,Producer Prices Index > Type of goods > Non durable consumer goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Non durable consumer goods Total
705,435658,PIEAEN01,Producer Prices Index > Economic activities > Energy > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Economic activities Energy Total
706,436810,PIEAFD01,Producer Prices Index > Economic activities > Manufacture of food products > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Economic activities Manufacture of food products Total
707,437255,PITGCG01,Producer Prices Index > Type of goods > Consumer goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Consumer goods Total
708,438155,PISPFG01,Producer Prices Index > Stage of processing > Finished goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Stage of processing Finished goods Total
709,439055,PIEAMI01,Producer Prices Index > Economic activities > Mining and quarrying activities > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Economic activities Mining and quarrying activities Total
710,439487,PITGVG01,Producer Prices Index > Type of goods > Investments goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Investments goods Total
711,440387,PISPPR01,Producer Prices Index > Stage of processing > Primary products > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Stage of processing Primary products Total
712,441287,PISPIG01,Producer Prices Index > Stage of processing > Intermediate goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Stage of processing Intermediate goods Total
713,441863,PITGIG01,Producer Prices Index > Type of goods > Intermediate goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Intermediate goods Total
714,442439,PITGCD01,Producer Prices Index > Type of goods > Durable consumer goods > Total,Growth rate same period previous year,Monthly,Percentage,,Producer Prices Index,Producer Prices Index Type of goods Durable consumer goods Total
715,443339,CPGRHO01,Consumer Price Index > OECD Groups > Housing > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index OECD Groups Housing Total
716,443825,CPGRLH01,Consumer Price Index > OECD Groups > Services less housing > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index OECD Groups Services less housing Total
717,444311,CPGRLH01,Consumer Price Index > OECD Groups > Services less housing > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Services less housing Total
718,444785,CPGRHO01,Consumer Price Index > OECD Groups > Housing > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Housing Total
719,445270,CPGRLH01,Consumer Price Index > OECD Groups > Services less housing > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Services less housing Total
720,445755,CPGRHO01,Consumer Price Index > OECD Groups > Housing > Total,Growth rate same period previous year,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups Housing Total
721,446229,CPGRLE01,Consumer Price Index > OECD Groups > All items non-food non-energy > Total,"Index 2015=100, s.a.",Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index OECD Groups All items non-food non-energy Total
722,447026,CPGRLE01,Consumer Price Index > OECD Groups > All items non-food non-energy > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index OECD Groups All items non-food non-energy Total
723,447164,CP040100,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Actual rentals for housing > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Actual rentals for housing Total"
724,447302,CP040500,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Electricity, gas and other fuels > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Electricity, gas and other fuels Total"
725,447440,CPGREN01,"Consumer Price Index > OECD Groups > Energy (Fuel, electricity & gasoline) > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index OECD Groups Energy (Fuel, electricity & gasoline) Total"
726,447578,CP040200,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Imputed rentals for housing > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Imputed rentals for housing Total"
727,447716,CPGRSE01,Consumer Price Index > OECD Groups > Services > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index OECD Groups Services Total
728,447854,CPGRHO01,Consumer Price Index > OECD Groups > Housing > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index OECD Groups Housing Total
729,447992,CPGRLH01,Consumer Price Index > OECD Groups > Services less housing > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index OECD Groups Services less housing Total
730,448130,CP040300,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Maintenance and repairs of the dwellings > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Maintenance and repairs of the dwellings Total"
731,448268,CP040400,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Water supply and miscellaneous services relating to the dwelling > Total",Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,"Consumer Price Index Housing, water, electricity, gas and other fuels (COICOP 04) Water supply and miscellaneous services relating to the dwelling Total"
732,448406,CPGRGO01,Consumer Price Index > OECD Groups > Goods > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index OECD Groups Goods Total
733,448544,CP070200,Consumer Price Index > Transport (COICOP 07) > Fuels and lubricants for personal transport equipment > Total,Index 2015=100,Monthly,Index,2015=100,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Fuels and lubricants for personal transport equipment Total
734,448706,CP070200,Consumer Price Index > Transport (COICOP 07) > Fuels and lubricants for personal transport equipment > Total,Contribution to annual inflation,Monthly,Percentage points,,Consumer Price Index,Consumer Price Index Transport (COICOP 07) Fuels and lubricants for personal transport equipment Total
735,448844,MABMM301,Monetary aggregates and their components > Broad money and components > M3 > M3,Index 2015=100,Monthly,Index,2015=100,Monetary aggregates and their components,Monetary aggregates and their components Broad money and components M3 M3
736,449646,MANMM101,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,Index 2015=100,Monthly,Index,2015=100,Monetary aggregates and their components,Monetary aggregates and their components Narrow money and components M1 and components M1
737,450418,SLRTCR03,Sales > Retail trade > Car registration > Passenger cars,Monthly level,Monthly,Number,,Sales,Sales Retail trade Car registration Passenger cars
